name,COG0016,COG0048,COG0049,COG0051,COG0052,COG0072,COG0080,COG0081,COG0087,COG0088,COG0090,COG0091,COG0092,COG0093,COG0094,COG0096,COG0097,COG0098,COG0099,COG0100,COG0103,COG0127,COG0149,COG0164,COG0184,COG0185,COG0186,COG0197,COG0198,COG0200,COG0244,COG0256,COG0343,COG0504,COG0532,COG0533,COG0541,PCA_Score1(0.3788800313633495),PCA_Score2(0.08864301227468922),PCA_Score3(0.05932774093286737)
GCA_018818785,0.478140747,0.457882619,0.088401108,0.389319968,0.433400845,0.186221672,0.278186399,0.373506626,0.394989135,0.041957916,0.155069595,0.574102702,0.539342242,0.260493162,0.313843991,0.121159701,0.351144049,0.603289235,0.317668694,0.162745511,0.243737545,0.295639508,0.083420506,0.301624534,0.255718268,0.645374742,0.27043598,0.338453146,0.295355117,0.432000239,0.37436377,0.086805152,0.444484333,0.112944178,0.391975024,0.385838846,0.365549951,0.0272579935955278,2.184455436188153,4.159164303328252
GCA_018819065,0.431505051,0.441721191,0.471320882,0.539465772,0.392647254,0.210207171,,0.399827284,0.278046074,0.172767427,0.380822524,,0.376224819,0.558246553,0.564801,0.314877872,0.35371926,0.308069964,0.312717785,0.448485322,0.465691446,0.377274035,0.023328803,0.261114543,0.606879365,0.12425782,,0.289778492,0.295091359,,0.305263726,0.238633906,,0.104551614,0.403125058,0.372474645,0.453945969,1.0814798907467549,0.0745975521298779,0.7596862305837029
GCA_018819225,0.154551135,0.451732574,0.621161516,0.269996504,0.049983828,0.052611308,0.213042595,0.27412678,0.151912255,0.332052415,0.062740692,,0.469213729,0.41437905,0.222735721,0.230971257,0.325430709,0.255037459,0.428929355,0.399835395,0.292869063,0.309969803,0.161216078,0.197670815,0.541053142,0.285769579,,0.378945524,0.158661622,,0.215322703,0.135043457,,0.092635599,0.080638332,0.367387429,0.146018701,-1.6295333956376088,-1.391500455695509,1.0867015791530734
GCA_018819305,0.455389905,0.451239292,0.420912053,0.475627099,0.352471334,0.273310923,,0.42475697,0.274526189,0.204255458,0.41454206,,0.372039714,0.456122847,0.639228305,0.411336893,0.34013338,0.325397509,0.269952318,0.376205869,0.494186332,0.254919181,0.103105875,0.361623512,0.618233508,0.125413255,0.588088711,0.3153111,0.472661268,,0.212223998,0.219773805,,0.117922469,0.373064923,0.343400425,0.407480644,1.3667820901896932,0.17251733373083378,0.11941338906337623
GCA_018819375,0.203264219,0.219858644,0.568572867,0.23023903,0.273917273,0.111940675,,0.332139649,0.179082807,0.298088808,0.240559692,,0.175095006,0.339997648,0.337254313,0.279742871,0.192544587,0.177416459,0.286345486,0.293977552,0.260783777,,,0.349166961,0.310752191,0.162092904,0.500715776,0.193441543,0.184834153,,0.186030404,0.358937171,,,0.35675043,0.309175812,0.378260915,-1.4670126195776607,-0.37760120698378646,-1.2229163411790633
GCA_018824365,0.521907625,0.795896696,0.759267586,0.388421911,0.434232771,0.28486451,,,0.217160751,0.484681134,0.627718088,0.805682426,0.52249956,0.773063098,0.763082798,0.860814247,0.493810636,0.38157087,0.312321386,0.256514977,0.404569451,0.519250981,0.635705908,0.955631855,0.914192919,0.215638354,,0.717950855,0.450459984,,,0.21183458,,0.099079865,0.934089886,,0.786254629,6.14817165905879,-0.669494097289557,-0.6014356003324622
GCA_018825425,0.414999699,0.460481156,0.519211619,0.55701996,0.373650803,0.16416649,,0.529062628,,,,,,,,,,,0.352919077,0.463047799,0.493148524,0.586451002,,0.33013771,0.554727761,,,0.260674268,,,0.282630489,,,0.110736704,0.367210443,,0.367263493,1.329817068675029,-0.9288559523611534,1.0350218101678157
GCA_018829185,0.374720625,0.203550231,0.474922611,0.342806352,0.306471717,0.116883864,,0.272297295,0.165589824,0.337474703,0.232215094,,0.195813919,0.337485719,0.330195383,0.387881401,0.192469364,0.192840691,0.316985101,0.301908773,0.28654882,,,0.344856961,0.38880745,0.151309969,0.588452649,0.21566495,0.191722012,,0.44875553,0.282322069,,,0.385317328,0.315829009,0.40226362,-0.7362135275164847,-0.47587306748848907,-0.9036606624585811
GCA_018829405,0.17476284,0.356768977,0.217623687,0.227952558,0.132777789,0.025793595,,0.095705376,0.037643251,0.183314737,0.230632544,,0.34793593,0.170906563,0.154116736,0.197491423,0.034361411,0.199445197,0.145449021,0.376343679,0.13512488,0.279225838,,0.150065678,0.172690705,0.162132753,0.153916945,0.048993976,0.097430194,,0.12994532,0.266499688,,0.180370367,0.046222197,0.166046565,0.18011949,-4.588112847941996,-0.43836799657750664,0.4054067278827653
GCA_018829485,0.214536828,,,,0.239733151,0.089254209,,0.385748383,0.309457793,,0.291256083,,0.302766902,0.453735061,0.408807294,0.41734144,0.215912528,0.227708325,0.284292327,0.463174907,0.367241358,,,0.314044284,0.214253208,0.269762239,,0.24202957,0.23583079,,0.093531914,0.376248024,,0.039404572,0.26728202,0.290350153,,-0.7803130138825638,-0.3593296317241914,-0.4346365276214546
GCA_018829845,0.398407213,0.301649192,0.534631111,0.397005189,0.315756924,0.269987313,,,0.302225985,,0.31961947,,0.256213176,0.422705731,0.418794335,0.515409812,0.24307896,0.219368574,0.397354238,0.55610611,0.297933622,,,0.625624279,,0.288353665,0.26270453,0.407665201,0.173201795,,,0.353479928,,,0.256024606,0.353920182,,0.5631090874040686,-0.45888911246682396,-0.40450753609009804
GCA_018830205,0.603066246,0.096675298,0.139268666,0.099086636,0.143826849,0.079179065,0.140010069,0.052995758,0.109461389,0.220147478,0.225614962,,,,,0.428224338,0.193497667,0.381544662,,,0.103348846,0.151647137,,,0.077324011,0.121176541,,0.238393545,,0.078742188,0.099820591,0.169194107,0.191417734,0.102905079,0.205183524,0.137035942,0.601247095,-3.235336575638083,0.2680125418071667,-0.2861515083673356
GCA_018830245,0.743932844,0.690237551,0.877644971,0.663174575,0.692458959,0.521627308,,,0.563921734,,0.692506488,,0.480144562,0.919947255,0.906295876,0.951355536,0.627188665,0.674217546,0.716758993,0.857616887,0.733093095,,,0.883845038,,0.601965129,0.330458141,0.826035798,0.580497749,,0.694873459,0.624943297,,,0.760296546,,0.627878209,8.88519763872192,0.2879897578684482,-0.4934989994911938
GCA_018831025,0.455369902,0.242210327,0.468568485,0.328528042,0.305207271,0.218228834,,0.274641623,0.274244995,0.398065299,0.295632945,,0.180432857,0.373805236,0.342391764,0.430062701,0.215989442,0.184683297,0.239162785,,0.285786738,,0.470964126,0.309167339,0.378168257,0.184729942,0.283769375,0.187947924,0.244489563,0.170959179,0.46363392,0.224345312,,,0.30471312,0.303343862,0.454679037,-0.5736502731810302,-0.5414271405604321,-0.865654493075294
GCA_018894775,0.385704064,0.221169022,0.462596767,0.32323689,0.300828781,0.248172647,,0.339719685,,,0.22106528,0.469034325,0.185413453,0.335504463,0.39198522,0.345387485,0.232708079,0.191368263,0.330362666,0.42272573,0.254072538,0.29418842,,0.387471815,0.46783673,0.145159465,0.524461484,0.202846595,0.17804225,,0.269075157,0.196369902,,0.148004803,0.43170672,0.371248084,0.516225229,-0.34437900152129186,-0.19049047054439613,-0.19953895775904995
GCA_018896675,0.529280822,0.27174111,0.603508603,0.307424072,0.288908902,0.355234677,,0.285979973,0.170872692,0.226729348,0.208329774,,0.204580899,0.37391927,0.387214868,0.307905184,0.187156359,0.238222287,0.26890008,0.348706127,0.317290035,0.27031104,,0.370291438,0.377968539,0.158347295,0.529589976,0.208073014,0.208173463,0.180865653,0.272807651,0.248649587,,,0.328845788,0.31900724,,-0.706132130524355,-0.139869689755729,-0.3382106534266523
GCA_018897155,0.224898468,0.133599642,0.20990408,0.150947281,0.087846698,0.130811579,,0.097039559,0.105748224,0.27421508,0.098463971,0.198139343,0.196979171,0.156308065,0.026420027,0.188390154,0.027287373,0.181174068,0.062842751,0.337773882,0.12400998,0.132583982,0.097755197,0.049147936,0.232785381,0.172238553,0.337325682,0.112596065,0.204380374,0.08656832,0.113126314,0.143086055,0.053296474,0.097320154,0.043681296,0.162272523,0.126007905,-5.9148567726268855,-1.1084739398173409,-0.32480647448094063
GCA_018897235,,0.546057567,0.498352649,0.463584504,0.52529897,,,0.381259721,0.247398789,0.231150177,0.459744599,0.849916667,0.318768862,0.480395239,0.589639006,0.360731979,0.327815756,0.569048799,0.400386836,0.370424869,0.412901143,0.44202555,0.06686914,,0.621824984,0.152654384,0.457053839,0.308857498,0.201798971,,0.269002525,0.314876931,,,0.418536471,0.433961797,0.498862825,1.9328146333909795,0.9977584153946836,1.3544099216264027
GCA_018897475,0.099208242,0.109737917,0.152870355,0.068919071,0.047083665,,,0.134873085,0.033284546,0.244514531,0.065961822,0.162753392,0.281542931,0.154661373,0.043713155,0.186583603,0.135762925,0.215134734,0.076715939,0.098133074,0.051357733,0.088349413,0.185279201,0.030038592,0.080581582,0.089995938,0.34858476,0.166492789,0.074521597,0.085548446,0.054456596,0.232207681,0.127169384,,0.128065082,0.141394019,0.08143684,-6.269967180785706,0.006068829390162388,-1.0743661181810775
GCA_018898425,0.748042967,0.562958482,0.840035191,0.654558521,0.66711037,0.590945759,,,0.61737979,,0.665345333,,0.473937486,0.926916689,0.926500433,0.908188983,0.515639244,0.686726498,0.660778167,0.877009038,0.64481726,0.72631921,,0.893817798,,0.637346566,,0.728822066,0.604031852,,0.738385243,0.633578676,,0.141315406,0.704754004,0.488162748,,8.741186881247346,-0.1513881377956165,0.8907979515707763
GCA_018901625,0.444331414,0.571174938,0.538694985,0.455092163,0.303736393,0.245215377,,0.513221929,0.34062384,,0.419307778,,0.381462941,0.681665921,0.474873937,0.605683604,0.271811763,0.325936753,0.532416869,0.69324879,0.396041999,,0.663608579,0.51421519,,0.306929836,,0.450921916,,,,0.384597796,,,0.403473291,0.547946517,0.476053166,3.1489621574160096,-0.48502693313682355,-0.8114594115439727
GCA_018901655,0.173317864,0.273624201,0.237045853,0.171526399,0.09248731,0.019302451,0.217230448,0.107120982,0.072603642,0.14703978,0.175689451,,0.213871298,0.143005146,0.153714076,0.15821944,0.029009901,0.203251946,0.104855964,0.2959423,0.150915188,,,0.150152276,0.165050904,0.159832074,0.197960792,,0.072354803,0.014869609,0.093970055,0.13589215,0.022932119,,0.041528472,0.108815493,,-5.442532051789571,-0.8255571770821439,0.20307940368886127
GCA_018901675,0.686312446,0.619714525,0.689879684,0.493354788,0.549271943,0.49560156,,0.879399493,0.535275599,,0.540487291,,,0.706469565,0.825802677,0.680293535,0.397856923,0.461745215,0.630434216,0.669104828,0.508746585,,,0.833181038,,0.488706099,,0.550448525,0.480423897,,0.66100575,0.598314097,,0.086139358,0.559660635,0.562270589,0.57733544,6.621941371744606,0.16928172593366617,-0.11210691275982765
GCA_018901755,0.176464098,0.308913325,0.234658075,0.192905405,0.095494832,0.015760546,0.239785864,0.103902898,0.047283163,0.148571302,0.171357122,,0.201892068,0.14631919,0.129145344,0.155910023,0.030600372,0.27406597,0.132957972,0.318354907,0.132632306,,,,0.151817223,0.138016457,0.20608781,0.119004866,0.070121925,,0.09607099,0.176765822,0.054691238,,0.054229878,0.133516414,0.185965823,-5.170867333173552,-0.6858854278115029,0.05532810159903834
GCA_018903355,0.56563382,0.623155881,0.098482866,0.327594329,0.429679086,0.176300915,0.280671413,0.344759161,0.437228204,0.061771203,0.184747418,0.357111432,0.375169117,0.232955505,0.300581347,0.12527647,0.264929286,0.608733941,0.229147935,0.161022152,0.261655178,0.292990859,0.08791023,0.352779605,0.257470634,0.6416203,0.268251512,0.412674986,0.190710462,0.293311543,0.407230149,0.091696571,0.289330371,0.126104265,0.351489717,0.317016,0.324787835,-0.5746183572236286,1.0723610426995007,3.5283321283006166
GCA_018920245,0.11215369,0.272374479,0.235095454,0.151109641,0.07557097,0.024290668,0.237991394,0.095037537,0.020952098,0.13065553,0.151960577,,0.147332655,0.137524963,0.106122216,0.175520822,0.034232543,0.179402875,0.053968555,0.236396211,0.140488489,,,,0.144704401,0.155903047,0.09981372,0.106906735,0.082832378,0.017209889,0.102444329,0.186843111,0.043268983,0.240838673,0.043673437,0.108574271,,-5.918762675753177,-0.8489839601048099,-0.09850060575578233
GCA_018920255,0.153936494,0.250706706,0.230252126,0.163058342,0.101902835,0.021826534,0.217702351,0.102351768,0.018520794,0.179369292,0.164977182,,0.196240387,0.135004148,0.118033563,0.169061679,0.055250151,0.215999175,0.084225919,0.313013604,0.140420435,,,0.135564449,0.138107471,0.103039584,0.06394732,0.087999936,0.068443338,0.012349991,0.082164889,0.169425502,0.048200164,0.225094026,0.050870468,0.106436125,0.203667514,-6.126380617117812,-0.7280052686577141,-0.0820583493515426
GCA_018920305,0.119345454,0.232882852,0.226299924,0.291660125,0.140086223,0.10121394,0.277577784,0.089477039,0.013092417,0.188194137,0.166489996,,0.169923163,0.153742933,0.247469482,0.105867909,0.058069083,0.106757786,0.193152872,0.373989538,,,0.270665658,0.055749933,0.126343023,0.076908777,0.131752859,0.083137786,0.152188866,,0.064738906,0.175502293,0.124721061,,0.022049554,0.113336226,0.202544594,-5.105653031494521,-0.32345848036285824,-0.24072034140416138
GCA_018920315,0.358383998,0.268676309,0.269898794,0.256841508,0.09503674,0.057390947,0.138220467,0.11608673,0.04222817,0.183076018,0.107114553,,0.148098828,0.128965286,0.155233879,0.249051995,0.040224856,0.210115642,0.172728443,0.329719325,0.119599192,,0.21118248,0.123658614,0.171542381,0.111536935,0.255645649,0.045125996,0.093708493,0.057712747,0.093408563,0.165194096,,0.306056547,0.084839297,0.140391187,0.168147884,-5.304989932419992,-0.3939413397173471,0.20965948715301488
GCA_018992685,0.152736118,0.110814272,0.196947796,0.127092626,0.182908051,0.078253286,0.125097441,0.06888031,0.07312129,0.172436338,0.074547831,0.253528128,0.080821012,0.076576954,0.176140864,0.42749991,0.138397574,0.36806375,0.074199171,0.036652783,0.051695567,0.092275142,0.095971602,0.200730771,0.079810231,0.181857257,0.258283578,0.169365225,0.234478068,0.187327395,0.085645988,0.161991641,0.098662677,0.037062142,0.128650722,0.121345793,0.3045399,-5.918833888271188,0.12295347689728632,-0.5842998291252971
GCA_019056805,0.195847015,0.359673381,0.401962501,0.119731403,0.202805705,0.025029309,0.152764682,0.110715437,0.273225542,0.273697899,0.094736939,0.280171427,0.102242214,0.060220328,0.475668932,0.300242499,0.277056573,0.136661878,0.187273578,0.258870815,0.196432088,0.182261856,0.290358183,0.183734692,0.252582322,0.368412767,0.321911008,0.132900661,0.319224044,0.204359886,0.13900057,0.404444114,0.1484299,0.658753978,0.313938472,0.019809442,0.37075341,-3.013486562521791,-1.5050701772552375,-1.0019389495038495
GCA_019056875,0.213166452,0.365465013,0.306706953,,0.185609123,0.145542399,0.124715468,0.125895387,0.261147624,0.200631944,0.070004074,0.258359382,0.083393518,0.175455931,0.272505318,0.329659802,0.172865092,0.15539939,0.125342852,0.26632978,0.11557703,0.163692781,0.210247987,0.188237914,0.235327236,0.268795976,0.226786404,,0.154798472,0.08489835,0.082204601,0.301860202,0.254252254,0.630331814,0.239610282,,0.308328051,-3.495163629444506,-0.36212655193660676,-0.3644880613047935
GCA_019057385,0.17402298,0.398796933,0.315576121,0.17593278,0.101645105,0.027440655,0.117245056,0.045409167,0.204629459,0.198788074,0.07702236,0.273605269,0.066374988,0.140484018,0.306795336,0.364569175,0.207081496,0.149704726,0.089329809,0.288120613,0.185617838,0.180198182,,0.149079322,0.158370506,0.251418119,0.28311676,0.183218333,0.122175678,0.066510127,0.158685611,0.272860254,0.180921745,0.491256732,0.190088112,0.021969316,0.292565095,-4.489784380331245,-1.157307646797595,-0.6034730095119476
GCA_019058315,0.171095151,0.226738919,0.290758743,0.14731634,0.052314445,0.017727306,0.185280862,0.075673787,0.209570272,0.150222385,0.043776067,0.322464554,0.043016817,0.097583104,0.247198442,0.360778828,0.188199255,0.104717494,0.086358303,0.274457715,0.129331221,0.142686663,0.059940731,0.221568334,0.129909616,0.257293702,0.168204863,0.090698571,0.198247509,0.117504149,0.092171557,0.168189648,0.025693061,0.604181828,0.231038904,0.033841538,0.282458351,-5.387978363620416,-1.3441412458277673,-0.3182055679479041
GCA_019058365,0.040353295,0.239285664,0.297844462,0.064334084,0.98730811,0.171173087,,0.126867909,0.130653732,0.216949494,0.056445324,0.273703192,0.049053869,0.317759482,0.067068834,0.311320244,0.250071984,0.059554589,0.051832626,0.242538435,0.019940127,0.20568231,,0.146706431,0.242298356,0.175121774,0.101741597,,0.202267813,,0.319593901,0.11591227,0.591280346,0.97182144,0.21913371,0.04170876,0.22029757,-3.1821102163649915,0.8704565059509884,-0.17674657129466703
GCA_019058445,0.015161399,0.260709722,0.282228011,,0.984184385,0.172142561,0.261572347,0.132458417,0.118052537,0.205723446,0.056020943,0.325308756,0.064924841,0.323105806,0.089425898,0.3493763,0.264331238,0.062504581,,,0.007072265,,,0.184367246,,0.183807793,0.127147684,,,,0.341922636,0.074581988,0.579160327,,0.209426922,0.042095527,0.206331684,-2.5956266110538895,0.6520847727591228,0.3975658431009063
GCA_019058495,0.112675919,0.310041519,0.30807131,0.156328318,0.19971096,0.126377834,0.152618297,0.123261359,0.170427302,0.279803919,0.06661446,0.176648143,0.037287127,0.080728231,0.483581236,,,0.136742253,0.183347415,0.016100381,0.207221857,0.15642167,0.165707153,0.092969964,0.252730759,0.246385121,0.325439763,0.165778627,0.150073579,0.127011486,0.118494386,0.239437324,0.272540996,0.63645198,0.255394675,0.038417679,0.318774439,-4.070286517272739,-0.5522028226178969,-1.1830748156788418
GCA_019058515,0.016737249,0.240253325,0.290877847,,0.976934255,0.17472534,0.287568434,0.121365228,,,0.043877243,0.328768602,0.079344924,0.330738368,0.09682283,,0.23986319,0.062957167,0.022612462,0.258350244,0.021443823,0.177281236,,0.174512494,0.249872548,0.140433275,0.115646464,0.463864159,0.212441705,,0.324064058,0.102287743,0.389410693,0.861347898,0.171920635,0.047832316,0.202395709,-2.766563124512232,0.5120269362251152,-0.16213264682313927
GCA_019136755,0.503740749,0.467794507,0.06408033,0.529192338,0.523576646,0.405879045,0.350730084,0.394397245,0.675269161,0.495186904,0.640872703,0.137031944,0.525079179,0.579601694,0.414222246,0.156442522,0.222685022,0.367133918,0.582340867,0.083035914,0.715753178,0.120573007,0.250842175,,0.19936912,0.141154061,0.878105139,0.512030406,0.148561322,0.479666019,0.280435889,0.784489687,0.520554176,0.553671428,0.642399306,0.545939188,0.61522828,3.8351167218682565,3.501094537953984,-2.507835034506083
GCA_019246625,0.121857057,0.373649725,0.671258164,0.144430944,0.782024081,0.292045292,0.194127938,0.361746286,0.47100412,0.334987006,0.612513735,0.487457999,0.474699157,0.776795831,0.225095649,0.697256569,0.44080665,0.442038459,0.256481523,0.271142044,0.413036638,0.120167537,0.362075297,0.265930433,0.618324032,0.199406855,0.144826179,0.200415656,0.477267331,0.439024871,0.301602703,0.610259148,0.31093614,0.31397168,0.517720805,0.194011793,0.132591244,1.8441194762929172,1.5463285037767691,-2.464776749319123
GCA_019262145,0.859252574,0.701237217,0.128524831,0.364274586,0.810046583,0.196995567,0.705643836,0.70233332,0.690701012,0.045295503,0.20791933,0.863028455,0.519592981,0.1895396,0.389365303,0.142321698,0.941290548,0.813958298,0.287476092,0.153684775,0.296684814,0.470485131,0.122564194,0.157892906,0.317898838,0.881318695,0.271247112,0.457780305,0.394056088,0.595188665,0.651082116,0.112758716,0.616455601,0.113714592,0.389035109,0.415143435,0.273800581,4.230152681945657,2.4288994319142683,7.448305304451146
GCA_019322435,0.576018864,0.444486831,0.605121759,0.446056327,0.500149927,0.520711737,,0.462081765,0.463683664,0.259409769,0.393160152,,0.3674527,0.582356665,0.648484648,0.318643908,0.36757721,0.516108072,0.3441139,0.55316316,0.464815087,,0.144885564,0.34409655,,0.129783222,0.788227908,0.341001807,0.22817155,,0.39452335,0.271336569,,0.27381162,0.581847644,0.490683247,0.612933958,3.118131648106527,1.1910543529415307,-0.14437044466000817
GCA_019322455,0.600967454,0.430621578,0.5884341,0.535695976,0.502205139,0.551773661,,0.40457236,0.447374399,0.241909435,0.429864913,0.535251605,0.372997328,0.573358574,0.615722187,0.386171967,0.400525826,0.427733221,0.392428305,0.591110695,0.102328282,,,0.348861146,0.531023726,0.130896633,0.588641516,0.372670209,0.263093467,0.177074888,0.702865104,0.322859976,,0.310942984,,0.467206793,0.552379227,2.9940942619444244,0.5846492348306009,0.5812353572026697
GCA_019322475,0.500381027,0.397264423,0.61307626,0.413960505,0.453525228,0.481499115,,0.503721707,0.498997578,0.239220519,0.343325045,,0.317882381,0.492237513,0.628944138,0.489414089,0.318927393,0.413506655,0.356966455,0.528364575,0.36807447,0.12335061,,0.401827572,0.620195313,0.144347041,0.665094953,0.257234625,0.196525707,,0.547134137,0.329112912,,0.584770976,0.513031249,0.362412738,0.698745729,3.0291384866855737,0.27515072221450554,-0.932091129420874
GCA_019322485,0.68202231,0.388342339,0.614656695,0.40383112,0.510151474,0.570019572,,0.509074838,0.53005012,0.25960966,0.425555148,0.523817012,0.395535548,0.510474672,0.672492854,0.368647425,0.363025297,0.517627086,0.343490873,0.551474451,0.50821083,0.129639771,,0.37598573,0.5089973,0.134792955,0.726910789,0.321619881,0.140657899,,0.677106166,0.310120919,,0.683209786,0.525408836,0.341403147,0.642113292,3.838546104845126,1.3819292564532613,-0.24933530688284375
GCA_019322535,0.53616778,0.462036934,0.568189675,0.43074,0.513682651,0.556252216,,0.480460855,0.468753212,0.254621105,0.386636815,0.538187588,0.373577928,0.44350938,0.587182516,0.407458186,0.43455077,0.478033115,0.345145823,0.498995572,0.456109115,0.442286365,0.150220151,,0.636984497,0.139368135,0.764713703,0.320761846,0.182413141,,0.421036951,0.312191963,,0.31306999,0.496791504,0.437934198,0.606954015,3.347876199745798,0.7993450069081284,0.6554649313642351
GCA_019322545,0.544130877,0.329649211,0.524317728,0.447752491,,0.473928178,,0.449674133,0.372496184,0.229061939,0.409505998,0.542455592,0.350931229,,0.553077518,0.303020959,0.439893317,0.460667644,0.306491497,0.542288031,0.34389806,,,0.320653682,,0.155358397,0.825980642,,0.196028461,,0.313875438,0.251101442,,,0.510751212,0.345188565,,1.8390169214325032,1.1030598372861866,0.22317164470972595
GCA_019322625,0.397395475,0.20786138,0.332997836,0.388413659,,0.317602016,,0.319872884,0.197957735,0.227425057,0.437718882,0.338278406,0.247406271,0.356412817,0.392822274,0.252139376,0.385067604,0.290852905,0.230139943,0.37528701,0.297842203,,,0.18551908,0.452303158,0.134599421,0.401493665,0.234151915,0.124215951,,0.179604915,0.227048827,,0.230391949,0.335000588,0.314994529,0.394332901,-0.8914867190442899,0.8410758245962822,-0.43356676659721916
GCA_019322735,0.435352611,,,0.431237853,,0.268273767,,0.352804271,0.325402576,,,,,,,0.363432625,0.408515219,0.465137577,0.33492791,0.478195963,0.415145653,,0.055833742,0.330992135,0.414565781,,,0.24746115,,,0.218470787,0.247798092,,,0.351039646,0.359550612,,0.45720677583432473,0.3008671826530807,0.5258177400253741
GCA_019323015,0.544196789,0.355411122,0.403515083,0.444170031,0.509449783,0.43111613,,0.37309412,0.3381596,0.188459933,0.518767617,0.54691502,0.295407329,0.321432304,0.741788896,0.381457335,0.35890721,0.37863328,0.304720317,0.404779016,0.36887477,,0.180947639,0.448908204,0.607716724,0.160797291,0.742834836,0.283414556,0.297593487,,0.333732016,0.278968912,,,0.348822938,0.308818089,0.600438606,2.050740954234271,0.9960881567451612,0.1340991291958482
GCA_019323235,0.436659325,0.37825995,0.344859142,0.421470954,0.264832135,0.270254633,,0.309871614,0.239513947,0.220253866,0.315071823,,0.283656153,0.368957873,0.414741988,0.282591584,0.282549056,0.232502212,0.303253351,0.22861403,0.344645478,,0.293856183,0.212160852,0.447087898,0.161978962,0.571757238,0.159093611,0.225646896,,0.255119564,0.178925622,,,0.332307329,0.326788429,0.42159161,-0.43920790817804156,0.357485197133445,-0.12813428379527977
GCA_019323255,0.493113361,0.425351009,0.377089326,0.540750653,0.532800322,0.277528947,,0.301237595,0.181312043,0.203700239,0.653525477,0.384498777,0.25023324,0.3314692,0.606940009,0.298687126,0.316793023,0.342206451,0.22187622,0.441699973,0.414426279,,0.08229699,0.317515919,0.454858871,0.169430381,,0.188759102,0.34567276,,0.227807095,0.224528742,,0.105131479,0.3300281,0.312246986,0.522746117,0.4982178356128455,0.8578888615896776,0.13723295137015326
GCA_019323415,0.46052642,0.175141949,0.349656913,0.320870202,0.346137853,0.282951311,,0.359765054,0.176317042,0.206935141,0.321071994,0.318582967,0.231284177,0.347885224,0.418874335,0.315316703,0.29910531,0.287558902,0.224837229,0.321286752,0.293004945,,0.07575669,0.298670262,0.401570172,0.111138795,0.467980122,0.234224982,0.180594021,,,0.140554389,,,0.358617376,,,-1.1184605190067962,0.6216169434429161,-0.03383294485484371
GCA_019323495,0.462901776,0.279479174,0.355065009,0.448326218,0.342754174,0.305204736,,0.382387442,0.184511036,0.241057036,0.299254374,0.488112473,0.193806579,0.412174959,0.407576037,0.312939427,0.313903307,0.330750213,0.26359427,0.276234255,0.257000469,,0.139591932,0.245726428,0.499053201,0.163228019,0.379324414,0.225203133,0.327773134,,0.297973314,0.241990291,,,0.359222811,0.351158787,0.368023787,-0.2985116114363483,0.6554110885210961,0.22726271927209254
GCA_019323515,,0.416802088,0.539440255,0.442663949,0.463955849,,,0.480139147,,,,,,,,,,,0.26218336,0.516776346,0.260946465,0.250476766,,,0.54798316,,,0.245912531,,,0.390748649,,,,0.471553738,0.378414918,0.451674535,1.0202023646285727,-0.504084768877967,0.09459392406543568
GCA_019323525,0.468231784,0.444496513,0.49273139,0.470740137,0.47130024,0.229451623,,0.332444066,0.460663781,0.211124916,0.314953758,0.452253767,0.401604684,0.599709266,0.609695638,0.405794346,0.424455089,0.407768424,0.316010414,0.481322181,0.287318704,0.397090642,,0.309870776,0.514766171,0.167505359,0.430024894,0.267435528,0.179069861,,0.4030948,0.28369166,,,0.519413746,0.325814764,0.44496733,1.8977744903728182,0.10936078606297918,0.6456128381489183
GCA_019323655,0.535946312,0.371040116,0.590669943,0.510331796,0.38915586,0.289214368,,0.250038288,0.498754806,0.224138365,0.42365221,0.442740617,0.391380566,0.588186962,0.583291441,0.291973715,0.38867751,0.343623073,0.37122709,0.441253591,0.411433431,0.118526069,,0.637250055,0.54263616,0.135528469,0.672813132,0.272159265,0.257067323,,0.265339254,0.297632993,,0.657704616,0.584151499,0.344476207,0.64413948,2.673035288858218,0.697422554464436,-0.8496708406623141
GCA_019323665,0.385766739,,0.382675451,,,0.185629401,0.126967898,0.328337454,0.224275463,0.192697479,0.358894517,0.407001806,0.293254175,,0.392344265,0.228213691,0.28818395,0.397956731,0.260357822,0.385210876,0.338571159,,0.062292405,,0.459232894,0.127841363,,0.208992646,,,0.206190361,0.210713326,,0.100579615,0.274088265,0.337644702,0.388070672,-1.0581140480385687,0.7701666446407104,0.4090389222988749
GCA_019347805,0.382864197,0.344343651,0.117191183,0.409727493,0.332495903,0.136173204,0.211011719,0.27210299,0.431543814,0.063422631,0.071371051,0.490382282,0.472274754,0.204504532,0.23344553,0.212226094,0.357518458,0.450070285,0.15683114,0.127163433,0.252347341,0.272318776,0.161230198,0.210813551,0.120290765,0.423065848,0.233171861,0.333284924,0.226119194,,0.388639177,0.069871546,0.320478035,0.093795373,0.239412243,0.221942914,0.412223969,-1.7918586523799758,1.5968304116194605,3.120448377745926
GCA_019429005,0.100620474,0.091172639,0.204261192,0.16417447,0.085343391,0.112722495,,0.109123632,0.079273006,0.236535747,0.074298808,0.226150645,0.140374639,0.146011008,0.147008394,0.169398405,0.016394206,0.170802386,0.058245349,0.263987662,0.111456874,,0.0652117,0.022414916,0.097750504,0.075345796,0.163789193,0.119985678,,,0.076201939,0.105783135,0.044432978,,0.044056817,0.111635837,0.139781011,-6.214503505998449,-0.8159663590223604,-0.27735599953041434
